
[2025-12-06 14:13:36,503] [INFO] [real_accelerator.py:260:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-12-06 14:13:38,060] [INFO] [logging.py:107:log_dist] [Rank -1] [TorchCheckpointEngine] Initialized with serialization = False
{'loss': 1.0517, 'grad_norm': 0.4312444031238556, 'learning_rate': 1.5976331360946746e-05, 'epoch': 0.01}
{'loss': 0.3722, 'grad_norm': 0.21984228491783142, 'learning_rate': 0.0002969474617228733, 'epoch': 0.56}
{'loss': 0.4011, 'grad_norm': 0.32960033416748047, 'learning_rate': 0.00029677117649454926, 'epoch': 0.57}
{'loss': 0.3826, 'grad_norm': 0.325279176235199, 'learning_rate': 0.00029658999819133866, 'epoch': 0.58}
{'loss': 0.355, 'grad_norm': 0.3186023235321045, 'learning_rate': 0.00029640393285338535, 'epoch': 0.59}
{'loss': 0.445, 'grad_norm': 0.24586383998394012, 'learning_rate': 0.0002962129866837576, 'epoch': 0.6}
{'loss': 0.3869, 'grad_norm': 0.4203365743160248, 'learning_rate': 0.0002960171660482415, 'epoch': 0.61}
{'loss': 0.4391, 'grad_norm': 0.321438193321228, 'learning_rate': 0.00029581647747512857, 'epoch': 0.62}
{'loss': 0.4066, 'grad_norm': 0.2148953229188919, 'learning_rate': 0.0002956109276549983, 'epoch': 0.63}
{'loss': 0.4277, 'grad_norm': 0.33225932717323303, 'learning_rate': 0.00029540052344049497, 'epoch': 0.64}
{'loss': 0.3829, 'grad_norm': 0.5593717694282532, 'learning_rate': 0.0002951852718460992, 'epoch': 0.65}
{'loss': 0.3924, 'grad_norm': 0.27790772914886475, 'learning_rate': 0.0002949651800478941, 'epoch': 0.66}
{'loss': 0.4008, 'grad_norm': 0.28790533542633057, 'learning_rate': 0.0002947402553833263, 'epoch': 0.67}
{'loss': 0.3886, 'grad_norm': 0.2656528353691101, 'learning_rate': 0.00029451050535096084, 'epoch': 0.69}
{'loss': 0.3995, 'grad_norm': 0.2961888313293457, 'learning_rate': 0.0002942759376102315, 'epoch': 0.7}
{'loss': 0.4301, 'grad_norm': 0.35567161440849304, 'learning_rate': 0.00029403655998118557, 'epoch': 0.71}
{'loss': 0.4186, 'grad_norm': 0.29189014434814453, 'learning_rate': 0.00029379238044422275, 'epoch': 0.72}
{'loss': 0.3855, 'grad_norm': 0.255799800157547, 'learning_rate': 0.0002935434071398294, 'epoch': 0.73}
{'loss': 0.3975, 'grad_norm': 0.2668613791465759, 'learning_rate': 0.00029328964836830703, 'epoch': 0.74}
{'loss': 0.4025, 'grad_norm': 0.26441848278045654, 'learning_rate': 0.00029303111258949574, 'epoch': 0.75}
{'loss': 0.3913, 'grad_norm': 0.3227587640285492, 'learning_rate': 0.00029276780842249196, 'epoch': 0.76}
{'loss': 0.3705, 'grad_norm': 0.41796034574508667, 'learning_rate': 0.0002924997446453612, 'epoch': 0.77}
{'loss': 0.4101, 'grad_norm': 0.2865053117275238, 'learning_rate': 0.00029222693019484544, 'epoch': 0.78}
{'loss': 0.3926, 'grad_norm': 0.29310914874076843, 'learning_rate': 0.00029194937416606527, 'epoch': 0.79}
{'loss': 0.417, 'grad_norm': 0.31245070695877075, 'learning_rate': 0.00029166708581221634, 'epoch': 0.8}
{'loss': 0.3524, 'grad_norm': 0.27062320709228516, 'learning_rate': 0.00029138007454426143, 'epoch': 0.81}
{'loss': 0.3635, 'grad_norm': 0.33543574810028076, 'learning_rate': 0.0002910883499306161, 'epoch': 0.82}
{'loss': 0.4161, 'grad_norm': 0.24655696749687195, 'learning_rate': 0.0002907919216968302, 'epoch': 0.83}
{'loss': 0.3752, 'grad_norm': 0.25870707631111145, 'learning_rate': 0.00029049079972526324, 'epoch': 0.85}
{'loss': 0.3992, 'grad_norm': 0.24727092683315277, 'learning_rate': 0.0002901849940547553, 'epoch': 0.86}
{'loss': 0.4068, 'grad_norm': 0.3234337270259857, 'learning_rate': 0.00028987451488029207, 'epoch': 0.87}
{'loss': 0.3872, 'grad_norm': 0.28022515773773193, 'learning_rate': 0.0002895593725526651, 'epoch': 0.88}
{'loss': 0.3987, 'grad_norm': 0.2509036362171173, 'learning_rate': 0.0002892395775781266, 'epoch': 0.89}
{'loss': 0.4009, 'grad_norm': 0.2511199712753296, 'learning_rate': 0.00028891514061803945, 'epoch': 0.9}
{'loss': 0.3866, 'grad_norm': 0.27137795090675354, 'learning_rate': 0.0002885860724885215, 'epoch': 0.91}
{'loss': 0.4399, 'grad_norm': 0.4024435877799988, 'learning_rate': 0.00028825238416008495, 'epoch': 0.92}
{'loss': 0.3662, 'grad_norm': 0.34388670325279236, 'learning_rate': 0.000287914086757271, 'epoch': 0.93}
{'loss': 0.3948, 'grad_norm': 0.2803088426589966, 'learning_rate': 0.00028757119155827855, 'epoch': 0.94}
{'loss': 0.3716, 'grad_norm': 0.21304768323898315, 'learning_rate': 0.0002872237099945883, 'epoch': 0.95}
{'loss': 0.3812, 'grad_norm': 0.31290626525878906, 'learning_rate': 0.00028687165365058197, 'epoch': 0.96}
{'loss': 0.3502, 'grad_norm': 0.3345639705657959, 'learning_rate': 0.0002865150342631556, 'epoch': 0.97}
{'loss': 0.4021, 'grad_norm': 0.31336313486099243, 'learning_rate': 0.0002861538637213287, 'epoch': 0.98}
{'loss': 0.3629, 'grad_norm': 0.25043174624443054, 'learning_rate': 0.00028578815406584757, 'epoch': 1.0}
{'loss': 0.3974, 'grad_norm': 0.25264155864715576, 'learning_rate': 0.00028541791748878405, 'epoch': 1.01}
{'loss': 0.3068, 'grad_norm': 0.2887849509716034, 'learning_rate': 0.0002850431663331291, 'epoch': 1.02}
{'loss': 0.3012, 'grad_norm': 0.23866191506385803, 'learning_rate': 0.0002846639130923812, 'epoch': 1.03}
{'loss': 0.3128, 'grad_norm': 0.3826100826263428, 'learning_rate': 0.00028428017041012984, 'epoch': 1.04}
{'loss': 0.3023, 'grad_norm': 0.3122783899307251, 'learning_rate': 0.00028389195107963403, 'epoch': 1.05}
{'loss': 0.3254, 'grad_norm': 0.2964669466018677, 'learning_rate': 0.00028349926804339585, 'epoch': 1.06}
{'loss': 0.2653, 'grad_norm': 0.2469005286693573, 'learning_rate': 0.0002831021343927289, 'epoch': 1.07}
{'loss': 0.3236, 'grad_norm': 0.27003213763237, 'learning_rate': 0.00028270056336732207, 'epoch': 1.08}
{'loss': 0.3185, 'grad_norm': 0.3683822453022003, 'learning_rate': 0.00028229456835479773, 'epoch': 1.09}
{'loss': 0.3086, 'grad_norm': 0.34273332357406616, 'learning_rate': 0.00028188416289026566, 'epoch': 1.1}
{'loss': 0.3276, 'grad_norm': 0.2977912425994873, 'learning_rate': 0.00028146936065587204, 'epoch': 1.11}
{'loss': 0.2841, 'grad_norm': 0.38096320629119873, 'learning_rate': 0.0002810501754803429, 'epoch': 1.12}
{'loss': 0.2893, 'grad_norm': 0.3566998839378357, 'learning_rate': 0.0002806266213385233, 'epoch': 1.13}
{'loss': 0.3019, 'grad_norm': 0.24446424841880798, 'learning_rate': 0.0002801987123509115, 'epoch': 1.14}
{'loss': 0.296, 'grad_norm': 0.36743640899658203, 'learning_rate': 0.00027976646278318805, 'epoch': 1.16}
{'loss': 0.2861, 'grad_norm': 0.24618570506572723, 'learning_rate': 0.0002793298870457403, 'epoch': 1.17}
{'loss': 0.3206, 'grad_norm': 0.34373238682746887, 'learning_rate': 0.0002788889996931819, 'epoch': 1.18}
{'loss': 0.3331, 'grad_norm': 0.38944652676582336, 'learning_rate': 0.0002784438154238677, 'epoch': 1.19}
{'loss': 0.3129, 'grad_norm': 0.34826794266700745, 'learning_rate': 0.00027799434907940383, 'epoch': 1.2}
{'loss': 0.2678, 'grad_norm': 0.262360155582428, 'learning_rate': 0.00027754061564415236, 'epoch': 1.21}
{'loss': 0.313, 'grad_norm': 0.3350731432437897, 'learning_rate': 0.00027708263024473243, 'epoch': 1.22}
{'loss': 0.3625, 'grad_norm': 0.3243429362773895, 'learning_rate': 0.0002766204081495157, 'epoch': 1.23}
{'loss': 0.3034, 'grad_norm': 0.3462373912334442, 'learning_rate': 0.000276153964768117, 'epoch': 1.24}
{'loss': 0.2874, 'grad_norm': 0.2764506936073303, 'learning_rate': 0.0002756833156508813, 'epoch': 1.25}
{'loss': 0.2865, 'grad_norm': 0.2393195927143097, 'learning_rate': 0.00027520847648836454, 'epoch': 1.26}
{'loss': 0.308, 'grad_norm': 0.26210179924964905, 'learning_rate': 0.00027472946311081107, 'epoch': 1.27}
{'loss': 0.3544, 'grad_norm': 0.27125826478004456, 'learning_rate': 0.0002742462914876256, 'epoch': 1.28}
{'loss': 0.3158, 'grad_norm': 0.33534005284309387, 'learning_rate': 0.00027375897772684114, 'epoch': 1.29}
{'loss': 0.3401, 'grad_norm': 0.3515016436576843, 'learning_rate': 0.0002732675380745816, 'epoch': 1.31}
{'loss': 0.3011, 'grad_norm': 0.3582599461078644, 'learning_rate': 0.00027277198891452025, 'epoch': 1.32}
{'loss': 0.2999, 'grad_norm': 0.3045179843902588, 'learning_rate': 0.00027227234676733387, 'epoch': 1.33}
{'loss': 0.2986, 'grad_norm': 0.3999559283256531, 'learning_rate': 0.00027176862829015165, 'epoch': 1.34}
{'loss': 0.3165, 'grad_norm': 0.3523024320602417, 'learning_rate': 0.00027126085027599984, 'epoch': 1.35}
{'loss': 0.2951, 'grad_norm': 0.3048575520515442, 'learning_rate': 0.0002707490296532421, 'epoch': 1.36}
{'loss': 0.3045, 'grad_norm': 0.35591429471969604, 'learning_rate': 0.000270233183485015, 'epoch': 1.37}
{'loss': 0.2973, 'grad_norm': 0.30888327956199646, 'learning_rate': 0.0002697133289686593, 'epoch': 1.38}
{'loss': 0.3222, 'grad_norm': 0.2635209858417511, 'learning_rate': 0.00026918948343514654, 'epoch': 1.39}
{'loss': 0.2919, 'grad_norm': 0.3545941412448883, 'learning_rate': 0.00026866166434850124, 'epoch': 1.4}
{'loss': 0.2778, 'grad_norm': 0.25992172956466675, 'learning_rate': 0.0002681298893052187, 'epoch': 1.41}
{'loss': 0.3313, 'grad_norm': 0.3092806339263916, 'learning_rate': 0.0002675941760336783, 'epoch': 1.42}
{'loss': 0.3166, 'grad_norm': 0.3567364811897278, 'learning_rate': 0.0002670545423935528, 'epoch': 1.43}
{'loss': 0.3338, 'grad_norm': 0.34546053409576416, 'learning_rate': 0.00026651100637521224, 'epoch': 1.44}
{'loss': 0.2887, 'grad_norm': 0.33810925483703613, 'learning_rate': 0.000265963586099125, 'epoch': 1.45}
{'loss': 0.3242, 'grad_norm': 0.3990522623062134, 'learning_rate': 0.0002654122998152531, 'epoch': 1.47}
{'loss': 0.301, 'grad_norm': 0.30856597423553467, 'learning_rate': 0.0002648571659024441, 'epoch': 1.48}
{'loss': 0.326, 'grad_norm': 0.36135271191596985, 'learning_rate': 0.00026429820286781813, 'epoch': 1.49}
{'loss': 0.2887, 'grad_norm': 0.31216806173324585, 'learning_rate': 0.00026373542934615126, 'epoch': 1.5}
{'loss': 0.3652, 'grad_norm': 0.33651676774024963, 'learning_rate': 0.0002631688640992537, 'epoch': 1.51}
{'loss': 0.3258, 'grad_norm': 0.35830116271972656, 'learning_rate': 0.00026259852601534506, 'epoch': 1.52}
{'loss': 0.2994, 'grad_norm': 0.26097631454467773, 'learning_rate': 0.0002620244341084238, 'epoch': 1.53}
{'loss': 0.3067, 'grad_norm': 0.41322872042655945, 'learning_rate': 0.00026144660751763416, 'epoch': 1.54}
{'loss': 0.3451, 'grad_norm': 0.37782949209213257, 'learning_rate': 0.0002608650655066274, 'epoch': 1.55}
{'loss': 0.2976, 'grad_norm': 0.34367427229881287, 'learning_rate': 0.00026027982746292016, 'epoch': 1.56}
{'loss': 0.3189, 'grad_norm': 0.3743695914745331, 'learning_rate': 0.0002596909128972477, 'epoch': 1.57}
{'loss': 0.317, 'grad_norm': 0.3291762173175812, 'learning_rate': 0.0002590983414429136, 'epoch': 1.58}
{'loss': 0.3461, 'grad_norm': 0.2654334604740143, 'learning_rate': 0.00025850213285513534, 'epoch': 1.59}
{'loss': 0.3056, 'grad_norm': 0.27558010816574097, 'learning_rate': 0.0002579023070103855, 'epoch': 1.6}
{'loss': 0.3215, 'grad_norm': 0.31239888072013855, 'learning_rate': 0.00025729888390572914, 'epoch': 1.62}
{'loss': 0.2828, 'grad_norm': 0.33550187945365906, 'learning_rate': 0.0002566918836581574, 'epoch': 1.63}
{'loss': 0.2855, 'grad_norm': 0.28652018308639526, 'learning_rate': 0.0002560813265039165, 'epoch': 1.64}
{'loss': 0.3376, 'grad_norm': 0.4349084496498108, 'learning_rate': 0.0002554672327978332, 'epoch': 1.65}
{'loss': 0.3098, 'grad_norm': 0.3358098864555359, 'learning_rate': 0.0002548496230126363, 'epoch': 1.66}
{'loss': 0.2884, 'grad_norm': 0.2742384076118469, 'learning_rate': 0.0002542285177382741, 'epoch': 1.67}
{'loss': 0.3138, 'grad_norm': 0.2511046230792999, 'learning_rate': 0.0002536039376812277, 'epoch': 1.68}
{'loss': 0.2754, 'grad_norm': 0.4020164906978607, 'learning_rate': 0.0002529759036638214, 'epoch': 1.69}
{'loss': 0.2906, 'grad_norm': 0.3989225924015045, 'learning_rate': 0.0002523444366235276, 'epoch': 1.7}
{'loss': 0.2883, 'grad_norm': 0.3220251202583313, 'learning_rate': 0.00025170955761226937, 'epoch': 1.71}
{'loss': 0.3083, 'grad_norm': 0.29600638151168823, 'learning_rate': 0.00025107128779571847, 'epoch': 1.72}
{'loss': 0.3288, 'grad_norm': 0.25857314467430115, 'learning_rate': 0.00025042964845258973, 'epoch': 1.73}
{'loss': 0.3336, 'grad_norm': 0.3311103880405426, 'learning_rate': 0.00024978466097393164, 'epoch': 1.74}
{'loss': 0.295, 'grad_norm': 0.32631489634513855, 'learning_rate': 0.00024913634686241337, 'epoch': 1.75}
{'loss': 0.2828, 'grad_norm': 0.32818353176116943, 'learning_rate': 0.00024848472773160744, 'epoch': 1.77}
{'loss': 0.3462, 'grad_norm': 0.3127109408378601, 'learning_rate': 0.0002478298253052699, 'epoch': 1.78}
{'loss': 0.3176, 'grad_norm': 0.32288220524787903, 'learning_rate': 0.0002471716614166154, 'epoch': 1.79}
{'loss': 0.319, 'grad_norm': 0.274125874042511, 'learning_rate': 0.0002465102580075897, 'epoch': 1.8}
{'loss': 0.3248, 'grad_norm': 0.29467302560806274, 'learning_rate': 0.0002458456371281382, 'epoch': 1.81}
{'loss': 0.3308, 'grad_norm': 0.38827425241470337, 'learning_rate': 0.0002451778209354704, 'epoch': 1.82}
{'loss': 0.3197, 'grad_norm': 0.37865546345710754, 'learning_rate': 0.0002445068316933218, 'epoch': 1.83}
{'loss': 0.3391, 'grad_norm': 0.37520477175712585, 'learning_rate': 0.00024383269177121142, 'epoch': 1.84}
{'loss': 0.2876, 'grad_norm': 0.3208381235599518, 'learning_rate': 0.00024315542364369586, 'epoch': 1.85}
{'loss': 0.3191, 'grad_norm': 0.4570763111114502, 'learning_rate': 0.00024247504988962018, 'epoch': 1.86}
{'loss': 0.2819, 'grad_norm': 0.279483824968338, 'learning_rate': 0.0002417915931913654, 'epoch': 1.87}
{'loss': 0.3223, 'grad_norm': 0.30609139800071716, 'learning_rate': 0.0002411050763340919, 'epoch': 1.88}
{'loss': 0.3032, 'grad_norm': 0.4044730067253113, 'learning_rate': 0.0002404155222049801, 'epoch': 1.89}
{'loss': 0.2775, 'grad_norm': 0.3709780275821686, 'learning_rate': 0.00023972295379246734, 'epoch': 1.9}
{'loss': 0.2942, 'grad_norm': 0.39606937766075134, 'learning_rate': 0.00023902739418548146, 'epoch': 1.92}
{'loss': 0.3197, 'grad_norm': 0.3259975016117096, 'learning_rate': 0.00023832886657267112, 'epoch': 1.93}
{'loss': 0.3171, 'grad_norm': 0.3670090436935425, 'learning_rate': 0.00023762739424163271, 'epoch': 1.94}
{'loss': 0.2974, 'grad_norm': 0.34545525908470154, 'learning_rate': 0.000236923000578134, 'epoch': 1.95}
{'loss': 0.3211, 'grad_norm': 0.30622366070747375, 'learning_rate': 0.00023621570906533446, 'epoch': 1.96}
{'loss': 0.3238, 'grad_norm': 0.2882245182991028, 'learning_rate': 0.0002355055432830024, 'epoch': 1.97}
{'loss': 0.3263, 'grad_norm': 0.2880426049232483, 'learning_rate': 0.00023479252690672888, 'epoch': 1.98}
{'loss': 0.2903, 'grad_norm': 0.33085906505584717, 'learning_rate': 0.0002340766837071385, 'epoch': 1.99}
{'loss': 0.3016, 'grad_norm': 1.3279995918273926, 'learning_rate': 0.00023335803754909661, 'epoch': 2.0}
{'loss': 0.2112, 'grad_norm': 0.2919948101043701, 'learning_rate': 0.00023263661239091412, 'epoch': 2.01}
{'loss': 0.1951, 'grad_norm': 0.4300859868526459, 'learning_rate': 0.00023191243228354845, 'epoch': 2.02}
{'loss': 0.1884, 'grad_norm': 0.37313684821128845, 'learning_rate': 0.000231185521369802, 'epoch': 2.03}
{'loss': 0.2029, 'grad_norm': 0.359089732170105, 'learning_rate': 0.00023045590388351685, 'epoch': 2.04}
{'loss': 0.2181, 'grad_norm': 0.36571601033210754, 'learning_rate': 0.00022972360414876737, 'epoch': 2.05}
{'loss': 0.1998, 'grad_norm': 0.33523520827293396, 'learning_rate': 0.00022898864657904897, 'epoch': 2.06}
{'loss': 0.1904, 'grad_norm': 0.3618064522743225, 'learning_rate': 0.00022825105567646423, 'epoch': 2.07}
{'loss': 0.1854, 'grad_norm': 0.34874722361564636, 'learning_rate': 0.00022751085603090612, 'epoch': 2.09}
{'loss': 0.1934, 'grad_norm': 0.39237985014915466, 'learning_rate': 0.00022676807231923824, 'epoch': 2.1}
{'loss': 0.1884, 'grad_norm': 0.2919672429561615, 'learning_rate': 0.00022602272930447202, 'epoch': 2.11}
{'loss': 0.1693, 'grad_norm': 0.4169946312904358, 'learning_rate': 0.00022527485183494126, 'epoch': 2.12}
{'loss': 0.2048, 'grad_norm': 0.4238913357257843, 'learning_rate': 0.00022452446484347378, 'epoch': 2.13}
{'loss': 0.2, 'grad_norm': 0.3665096163749695, 'learning_rate': 0.00022377159334655998, 'epoch': 2.14}
{'loss': 0.2203, 'grad_norm': 0.439260333776474, 'learning_rate': 0.00022301626244351924, 'epoch': 2.15}
{'loss': 0.1908, 'grad_norm': 0.48208364844322205, 'learning_rate': 0.00022225849731566266, 'epoch': 2.16}
{'loss': 0.192, 'grad_norm': 0.5646601915359497, 'learning_rate': 0.00022149832322545398, 'epoch': 2.17}
{'loss': 0.2009, 'grad_norm': 0.4666745066642761, 'learning_rate': 0.0002207357655156671, 'epoch': 2.18}
{'loss': 0.1898, 'grad_norm': 0.44314897060394287, 'learning_rate': 0.00021997084960854153, 'epoch': 2.19}
{'loss': 0.2313, 'grad_norm': 0.3929710388183594, 'learning_rate': 0.00021920360100493433, 'epoch': 2.2}
{'loss': 0.197, 'grad_norm': 0.44206011295318604, 'learning_rate': 0.00021843404528347043, 'epoch': 2.21}
{'loss': 0.1889, 'grad_norm': 0.3276597857475281, 'learning_rate': 0.00021766220809968986, 'epoch': 2.22}
{'loss': 0.1951, 'grad_norm': 0.958552360534668, 'learning_rate': 0.0002168881151851921, 'epoch': 2.24}
{'loss': 0.21, 'grad_norm': 0.43899399042129517, 'learning_rate': 0.0002161117923467785, 'epoch': 2.25}
{'loss': 0.2003, 'grad_norm': 0.4395756423473358, 'learning_rate': 0.00021533326546559198, 'epoch': 2.26}
{'loss': 0.1858, 'grad_norm': 0.30194205045700073, 'learning_rate': 0.00021455256049625392, 'epoch': 2.27}
{'loss': 0.1843, 'grad_norm': 0.38751596212387085, 'learning_rate': 0.00021376970346599926, 'epoch': 2.28}
{'loss': 0.1831, 'grad_norm': 0.3603411912918091, 'learning_rate': 0.00021298472047380845, 'epoch': 2.29}
{'loss': 0.2006, 'grad_norm': 0.377645879983902, 'learning_rate': 0.0002121976376895376, 'epoch': 2.3}
{'loss': 0.194, 'grad_norm': 0.3227250874042511, 'learning_rate': 0.00021140848135304594, 'epoch': 2.31}
{'loss': 0.1787, 'grad_norm': 0.34333956241607666, 'learning_rate': 0.00021061727777332088, 'epoch': 2.32}
{'loss': 0.1877, 'grad_norm': 0.2905826270580292, 'learning_rate': 0.00020982405332760134, 'epoch': 2.33}
{'loss': 0.1777, 'grad_norm': 0.2884126901626587, 'learning_rate': 0.00020902883446049782, 'epoch': 2.34}
{'loss': 0.1935, 'grad_norm': 0.3846748173236847, 'learning_rate': 0.00020823164768311132, 'epoch': 2.35}
{'loss': 0.1968, 'grad_norm': 0.34524810314178467, 'learning_rate': 0.00020743251957214905, 'epoch': 2.36}
{'loss': 0.1864, 'grad_norm': 0.5216374397277832, 'learning_rate': 0.0002066314767690388, 'epoch': 2.37}
{'loss': 0.1871, 'grad_norm': 0.32814592123031616, 'learning_rate': 0.00020582854597904048, 'epoch': 2.39}
{'loss': 0.1865, 'grad_norm': 0.5596626996994019, 'learning_rate': 0.0002050237539703561, 'epoch': 2.4}
{'loss': 0.1919, 'grad_norm': 0.36315491795539856, 'learning_rate': 0.00020421712757323694, 'epoch': 2.41}
{'loss': 0.173, 'grad_norm': 0.48731884360313416, 'learning_rate': 0.0002034086936790895, 'epoch': 2.42}
{'loss': 0.2148, 'grad_norm': 0.3673030734062195, 'learning_rate': 0.00020259847923957892, 'epoch': 2.43}
{'loss': 0.2041, 'grad_norm': 0.4443264603614807, 'learning_rate': 0.0002017865112657302, 'epoch': 2.44}
